relpath,filename,label,drug,concentration,setting,control,filtered,split
ONS76_C7_3uM/A07_T000_Z000_Cell0441.png,A07_T000_Z000_Cell0441.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,val
ONS76_C7_3uM/A07_T000_Z000_Cell0446.png,A07_T000_Z000_Cell0446.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A07_T000_Z000_Cell0647.png,A07_T000_Z000_Cell0647.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A07_T000_Z000_Cell0654.png,A07_T000_Z000_Cell0654.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A07_T000_Z000_Cell0679.png,A07_T000_Z000_Cell0679.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A07_T000_Z000_Cell0711.png,A07_T000_Z000_Cell0711.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A07_T000_Z000_Cell0900.png,A07_T000_Z000_Cell0900.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,test
ONS76_C7_3uM/A07_T000_Z000_Cell0901.png,A07_T000_Z000_Cell0901.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A07_T000_Z000_Cell1009.png,A07_T000_Z000_Cell1009.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A08_T000_Z000_Cell0257.png,A08_T000_Z000_Cell0257.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A08_T000_Z000_Cell0512.png,A08_T000_Z000_Cell0512.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A08_T000_Z000_Cell0676.png,A08_T000_Z000_Cell0676.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A08_T000_Z000_Cell0684.png,A08_T000_Z000_Cell0684.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A08_T000_Z000_Cell0688.png,A08_T000_Z000_Cell0688.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,val
ONS76_C7_3uM/A08_T000_Z000_Cell0717.png,A08_T000_Z000_Cell0717.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,train
ONS76_C7_3uM/A08_T000_Z000_Cell0794.png,A08_T000_Z000_Cell0794.png,ONS76,C7,3.0,ONS76_C7_3uM,False,True,test
ONS76_CK-666_0.625uM/E01_T000_Z000_Cell0435.png,E01_T000_Z000_Cell0435.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E01_T000_Z000_Cell0564.png,E01_T000_Z000_Cell0564.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E01_T000_Z000_Cell0583.png,E01_T000_Z000_Cell0583.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E01_T000_Z000_Cell0597.png,E01_T000_Z000_Cell0597.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E01_T000_Z000_Cell0634.png,E01_T000_Z000_Cell0634.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E01_T000_Z000_Cell0671.png,E01_T000_Z000_Cell0671.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,val
ONS76_CK-666_0.625uM/E01_T000_Z000_Cell0735.png,E01_T000_Z000_Cell0735.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,val
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0038.png,E02_T000_Z000_Cell0038.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0053.png,E02_T000_Z000_Cell0053.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0069.png,E02_T000_Z000_Cell0069.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,test
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0090.png,E02_T000_Z000_Cell0090.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,val
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0189.png,E02_T000_Z000_Cell0189.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0384.png,E02_T000_Z000_Cell0384.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0466.png,E02_T000_Z000_Cell0466.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,test
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0542.png,E02_T000_Z000_Cell0542.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0568.png,E02_T000_Z000_Cell0568.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0686.png,E02_T000_Z000_Cell0686.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0760.png,E02_T000_Z000_Cell0760.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0855.png,E02_T000_Z000_Cell0855.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0925.png,E02_T000_Z000_Cell0925.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell0951.png,E02_T000_Z000_Cell0951.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,test
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell1017.png,E02_T000_Z000_Cell1017.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,val
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell1064.png,E02_T000_Z000_Cell1064.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,test
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell1101.png,E02_T000_Z000_Cell1101.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_0.625uM/E02_T000_Z000_Cell1103.png,E02_T000_Z000_Cell1103.png,ONS76,CK-666,0.625,ONS76_CK-666_0.625uM,False,True,train
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0149.png,D01_T000_Z000_Cell0149.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0242.png,D01_T000_Z000_Cell0242.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0328.png,D01_T000_Z000_Cell0328.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,val
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0378.png,D01_T000_Z000_Cell0378.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0393.png,D01_T000_Z000_Cell0393.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0429.png,D01_T000_Z000_Cell0429.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,val
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0502.png,D01_T000_Z000_Cell0502.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,test
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0560.png,D01_T000_Z000_Cell0560.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,val
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0599.png,D01_T000_Z000_Cell0599.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0607.png,D01_T000_Z000_Cell0607.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,test
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0657.png,D01_T000_Z000_Cell0657.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0661.png,D01_T000_Z000_Cell0661.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,val
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0729.png,D01_T000_Z000_Cell0729.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0732.png,D01_T000_Z000_Cell0732.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0760.png,D01_T000_Z000_Cell0760.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell0843.png,D01_T000_Z000_Cell0843.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D01_T000_Z000_Cell1099.png,D01_T000_Z000_Cell1099.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,test
ONS76_CK-666_1.25uM/D02_T000_Z000_Cell0090.png,D02_T000_Z000_Cell0090.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
ONS76_CK-666_1.25uM/D02_T000_Z000_Cell0179.png,D02_T000_Z000_Cell0179.png,ONS76,CK-666,1.25,ONS76_CK-666_1.25uM,False,True,train
